table,column,value
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,total_value_purchased,29836.26
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,total_value_purchased,36014.6
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,total_value_purchased,67216.31
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,total_value_purchased,36274.56
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,total_value_purchased,27257.6
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,total_value_purchased,97371.12
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,total_value_purchased,82524.95
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,product_type_code,Hardware
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,product_type_code,Clothes
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,product_name,mouse
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,product_name,red topping
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,product_name,yellow topping
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,product_name,black topping
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,product_name,blue jeans
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,product_name,mic
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,product_name,red jeans
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,product_name,black jeans
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,product_name,speaker
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,product_price,803.74
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,product_price,612.46
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,product_price,939.57
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,product_price,971.44
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,product_price,916.53
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,product_price,534.52
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,product_price,695.16
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,product_price,408.82
product_suppliers as t1 join products as t2 on t1.product_id = t2.product_id,product_price,918.41
customers,customer_id,1
customers,customer_id,2
customers,customer_id,3
customers,customer_id,4
customers,customer_id,5
customers,customer_id,6
customers,customer_id,7
customers,customer_id,8
customers,customer_id,9
customers,customer_id,10
customers,customer_id,11
customers,customer_id,12
customers,customer_id,13
customers,customer_id,14
customers,customer_id,15
customers,payment_method_code,Credit Card
customers,payment_method_code,Direct Debit
customers,customer_code,172
customers,customer_code,662
customers,customer_code,808
customers,customer_code,665
customers,customer_code,916
customers,customer_code,887
customers,customer_code,240
customers,customer_code,844
customers,customer_code,980
customers,customer_code,927
customers,customer_code,848
customers,customer_code,401
customers,customer_code,182
customers,customer_code,589
customers,customer_code,611
customers,customer_name,Abbie
customers,customer_name,Yasmeen
customers,customer_name,Cristobal
customers,customer_name,Karson
customers,customer_name,Adah
customers,customer_name,Lukas
customers,customer_name,Ahmed
customers,customer_name,Lexus
customers,customer_name,Jon
customers,customer_name,Chauncey
customers,customer_name,Lyric
customers,customer_name,Kenya
customers,customer_name,Cordell
customers,customer_name,Darron
customers,customer_name,Tara
customers,customer_address,"649 Ocie Lights
Wyatttown, UT 12697"
customers,customer_address,"841 Goyette Unions
South Dionbury, NC 62021"
customers,customer_address,"5065 Mraz Fields Apt. 041
East Chris, NH 41624"
customers,customer_address,"8327 Christiansen Lakes Suite 409
Schneiderland, IA 93624"
customers,customer_address,"983 Elinore Passage
Darrionborough, SC 53915-0479"
customers,customer_address,"7162 Rodolfo Knoll Apt. 502
Lake Annalise, TN 35791-8871"
customers,customer_address,"7308 Joan Lake Suite 346
Lizethtown, DE 56522"
customers,customer_address,"362 Fisher Forge Apt. 900
New Mckenna, CA 98525-5674"
customers,customer_address,"338 Floy Mountains Suite 589
Yesseniaville, TN 60847"
customers,customer_address,"84445 Elinor Glens
Port Zita, SD 39410"
customers,customer_address,"8408 Lindsay Court
East Dasiabury, IL 72656-3552"
customers,customer_address,"3558 Witting Meadow Apt. 483
Lake Moriahbury, OH 91556-2122"
customers,customer_address,"9581 Will Flat Suite 272
East Cathryn, WY 30751-4404"
customers,customer_address,"5049 Hand Land
Coymouth, IL 97300-7731"
customers,customer_address,"75099 Tremblay Port Apt. 163
South Norrisland, SC 80546"
customers,customer_phone,857-844-9339x40140
customers,customer_phone,587.398.2400x31176
customers,customer_phone,197-417-3557
customers,customer_phone,254-072-4068x33935
customers,customer_phone,(730)934-8249
customers,customer_phone,08023680831
customers,customer_phone,(443)013-3112x528
customers,customer_phone,117.822.3577
customers,customer_phone,+41(8)1897032009
customers,customer_phone,1-695-364-7586x59256
customers,customer_phone,+08(3)8056580281
customers,customer_phone,877-150-8674x63517
customers,customer_phone,1-472-036-0434
customers,customer_phone,1-064-498-6609x051
customers,customer_phone,07594320656
customers,customer_email,margarett.vonrueden@example.com
customers,customer_email,kathlyn24@example.org
customers,customer_email,shawna.cummerata@example.net
customers,customer_email,qstokes@example.org
customers,customer_email,gbrekke@example.com
customers,customer_email,stiedemann.sigrid@example.com
customers,customer_email,cconroy@example.net
customers,customer_email,moriah91@example.com
customers,customer_email,schultz.arnoldo@example.net
customers,customer_email,ludwig54@example.net
customers,customer_email,gwisozk@example.net
customers,customer_email,maxime86@example.net
customers,customer_email,celine.bogan@example.com
customers,customer_email,nicholas44@example.com
customers,customer_email,joelle.monahan@example.com
customer_orders,order_id,1
customer_orders,order_id,2
customer_orders,order_id,3
customer_orders,order_id,4
customer_orders,order_id,5
customer_orders,order_id,6
customer_orders,order_id,7
customer_orders,order_id,8
customer_orders,order_id,9
customer_orders,order_id,10
customer_orders,order_id,11
customer_orders,order_id,12
customer_orders,order_id,13
customer_orders,order_id,14
customer_orders,order_id,15
customer_orders,customer_id,1
customer_orders,customer_id,4
customer_orders,customer_id,6
customer_orders,customer_id,7
customer_orders,customer_id,8
customer_orders,customer_id,10
customer_orders,customer_id,11
customer_orders,customer_id,12
customer_orders,customer_id,13
customer_orders,customer_id,15
customer_orders,order_status_code,Completed
customer_orders,order_status_code,Cancelled
customer_orders,order_status_code,New
customer_orders,order_status_code,Pending
customer_orders,order_status_code,PartFilled
customer_orders,order_date,2018-01-31 17:49:18
customer_orders,order_date,2018-03-07 16:55:17
customer_orders,order_date,2018-02-12 19:34:12
customer_orders,order_date,2018-02-15 02:25:32
customer_orders,order_date,2018-03-16 22:42:46
customer_orders,order_date,2018-03-06 16:35:51
customer_orders,order_date,2018-02-26 05:34:18
customer_orders,order_date,2018-02-02 23:42:01
customer_orders,order_date,2018-03-05 23:17:54
customer_orders,order_date,2018-02-10 15:44:48
customer_orders,order_date,2018-03-18 15:12:39
customer_orders,order_date,2018-03-22 10:49:25
customer_orders,order_date,2018-02-09 11:16:46
customer_orders,order_date,2018-02-26 12:39:33
customer_orders,order_date,2018-02-16 19:42:39
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,staff_gender,0
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,staff_gender,1
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,staff_name,Yolanda
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,staff_name,Malika
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,staff_name,Kristy
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,staff_name,Sabrina
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,staff_name,Maximus
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,staff_name,Zakary
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,staff_name,Melody
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,staff_name,Tom
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,staff_name,Katelynn
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,staff_name,Tyson
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,staff_name,Vito
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,department_id,1
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,department_id,2
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,department_id,3
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,department_id,4
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,department_id,5
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_from,2016-09-20 02:59:15
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_from,2016-10-19 08:11:39
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_from,2017-12-18 19:12:15
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_from,2016-05-17 07:02:37
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_from,2017-11-14 04:38:44
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_from,2018-02-14 03:15:29
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_from,2017-05-14 12:30:33
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_from,2017-06-06 22:22:17
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_from,2017-06-11 22:55:20
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_from,2016-06-24 17:31:24
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_from,2016-09-15 11:00:41
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_from,2017-05-10 02:32:17
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_from,2016-11-12 14:10:55
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_from,2017-12-26 06:34:20
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_from,2017-03-31 23:07:54
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,job_title_code,Sales Person
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,job_title_code,Department Manager
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,job_title_code,Clerical Staff
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,job_title_code,Administration
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_to,2018-03-24 02:36:57
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_to,2018-03-24 07:04:28
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_to,2018-03-25 03:15:31
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_to,2018-03-24 20:13:13
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_to,2018-03-25 09:53:37
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_to,2018-03-24 13:02:22
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_to,2018-03-25 02:59:19
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_to,2018-03-25 15:34:31
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_to,2018-03-23 20:25:24
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_to,2018-03-25 02:29:08
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_to,2018-03-23 21:59:11
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_to,2018-03-24 10:45:21
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_to,2018-03-24 09:11:14
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_to,2018-03-24 19:57:56
staff as t1 join staff_department_assignments as t2 on t1.staff_id = t2.staff_id,date_assigned_to,2018-03-25 13:32:57
apartment_bookings,apt_booking_id,577
apartment_bookings,apt_booking_id,258
apartment_bookings,apt_booking_id,807
apartment_bookings,apt_booking_id,924
apartment_bookings,apt_booking_id,365
apartment_bookings,apt_booking_id,526
apartment_bookings,apt_booking_id,623
apartment_bookings,apt_booking_id,337
apartment_bookings,apt_booking_id,401
apartment_bookings,apt_booking_id,497
apartment_bookings,apt_booking_id,343
apartment_bookings,apt_booking_id,920
apartment_bookings,apt_booking_id,889
apartment_bookings,apt_booking_id,279
apartment_bookings,apt_booking_id,575
apartment_bookings,apt_id,2
apartment_bookings,apt_id,4
apartment_bookings,apt_id,6
apartment_bookings,apt_id,7
apartment_bookings,apt_id,8
apartment_bookings,apt_id,9
apartment_bookings,apt_id,10
apartment_bookings,apt_id,11
apartment_bookings,apt_id,12
apartment_bookings,apt_id,15
apartment_bookings,guest_id,2
apartment_bookings,guest_id,3
apartment_bookings,guest_id,4
apartment_bookings,guest_id,5
apartment_bookings,guest_id,7
apartment_bookings,guest_id,8
apartment_bookings,guest_id,12
apartment_bookings,guest_id,13
apartment_bookings,guest_id,14
apartment_bookings,guest_id,15
apartment_bookings,booking_status_code,Confirmed
apartment_bookings,booking_status_code,Provisional
apartment_bookings,booking_start_date,2016-09-26 17:13:49
apartment_bookings,booking_start_date,2017-03-04 02:23:49
apartment_bookings,booking_start_date,2016-04-01 06:28:08
apartment_bookings,booking_start_date,2016-04-17 12:53:59
apartment_bookings,booking_start_date,2016-08-04 10:33:00
apartment_bookings,booking_start_date,2016-05-24 20:09:38
apartment_bookings,booking_start_date,2017-07-03 14:15:56
apartment_bookings,booking_start_date,2017-02-11 14:34:14
apartment_bookings,booking_start_date,2016-09-28 05:00:50
apartment_bookings,booking_start_date,2016-06-07 05:05:18
apartment_bookings,booking_start_date,2017-05-13 18:17:20
apartment_bookings,booking_start_date,2016-11-26 05:04:31
apartment_bookings,booking_start_date,2017-03-13 16:20:14
apartment_bookings,booking_start_date,2016-07-25 02:57:04
apartment_bookings,booking_start_date,2017-04-07 04:53:27
apartment_bookings,booking_end_date,2017-10-07 20:47:19
apartment_bookings,booking_end_date,2017-09-29 12:43:50
apartment_bookings,booking_end_date,2017-10-06 11:15:58
apartment_bookings,booking_end_date,2018-03-20 17:32:58
apartment_bookings,booking_end_date,2017-09-30 18:41:04
apartment_bookings,booking_end_date,2018-02-19 16:59:08
apartment_bookings,booking_end_date,2017-11-13 13:59:45
apartment_bookings,booking_end_date,2018-02-25 15:15:37
apartment_bookings,booking_end_date,2017-10-07 11:38:48
apartment_bookings,booking_end_date,2017-09-28 11:08:15
apartment_bookings,booking_end_date,2017-11-29 12:59:42
apartment_bookings,booking_end_date,2018-02-06 16:57:05
apartment_bookings,booking_end_date,2017-10-03 01:56:21
apartment_bookings,booking_end_date,2017-10-25 11:08:42
apartment_bookings,booking_end_date,2017-11-12 01:05:09
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_booking_id,577
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_booking_id,258
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_booking_id,807
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_booking_id,924
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_booking_id,365
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_booking_id,526
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_booking_id,623
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_booking_id,337
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_booking_id,401
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_booking_id,497
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_booking_id,343
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_booking_id,920
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_booking_id,889
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_booking_id,279
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_booking_id,575
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_id,2
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_id,4
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_id,6
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_id,7
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_id,8
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_id,9
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_id,10
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_id,11
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_id,12
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,apt_id,15
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_status_code,Confirmed
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_status_code,Provisional
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_start_date,2016-09-26 17:13:49
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_start_date,2017-03-04 02:23:49
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_start_date,2016-04-01 06:28:08
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_start_date,2016-04-17 12:53:59
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_start_date,2016-08-04 10:33:00
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_start_date,2016-05-24 20:09:38
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_start_date,2017-07-03 14:15:56
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_start_date,2017-02-11 14:34:14
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_start_date,2016-09-28 05:00:50
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_start_date,2016-06-07 05:05:18
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_start_date,2017-05-13 18:17:20
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_start_date,2016-11-26 05:04:31
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_start_date,2017-03-13 16:20:14
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_start_date,2016-07-25 02:57:04
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_start_date,2017-04-07 04:53:27
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_end_date,2017-10-07 20:47:19
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_end_date,2017-09-29 12:43:50
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_end_date,2017-10-06 11:15:58
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_end_date,2018-03-20 17:32:58
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_end_date,2017-09-30 18:41:04
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_end_date,2018-02-19 16:59:08
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_end_date,2017-11-13 13:59:45
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_end_date,2018-02-25 15:15:37
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_end_date,2017-10-07 11:38:48
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_end_date,2017-09-28 11:08:15
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_end_date,2017-11-29 12:59:42
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_end_date,2018-02-06 16:57:05
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_end_date,2017-10-03 01:56:21
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_end_date,2017-10-25 11:08:42
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,booking_end_date,2017-11-12 01:05:09
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,gender_code,Unknown
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,gender_code,Female
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,gender_code,Male
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,guest_first_name,Gabe
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,guest_first_name,Rebeca
apartment_bookings as t1 join guests as t2 on t1.guest_id = t2.guest_id,guest_first_name,Juvenal
